-0.32215	1.9214	4.5486	1.9635	-2.1015	1.0335
-0.3221	1.9215	4.5485	1.9633	-2.1016	1.0335
-0.32204	1.9215	4.5484	1.9632	-2.1016	1.0335
-0.32198	1.9215	4.5483	1.963	-2.1016	1.0335
-0.32192	1.9216	4.5481	1.9629	-2.1016	1.0335
-0.32185	1.9216	4.548	1.9627	-2.1017	1.0335
-0.32179	1.9217	4.5478	1.9626	-2.1017	1.0335
-0.32172	1.9217	4.5477	1.9624	-2.1017	1.0335
-0.32164	1.9218	4.5475	1.9622	-2.1018	1.0335
-0.32156	1.9218	4.5474	1.962	-2.1018	1.0335
-0.32148	1.9218	4.5472	1.9618	-2.1018	1.0335
-0.3214	1.9219	4.547	1.9616	-2.1018	1.0335
-0.32131	1.9219	4.5468	1.9614	-2.1019	1.0335
-0.32123	1.922	4.5466	1.9611	-2.1019	1.0335
-0.32115	1.922	4.5463	1.9609	-2.1019	1.0335
-0.32107	1.922	4.5461	1.9606	-2.102	1.0335
-0.321	1.9221	4.5458	1.9603	-2.102	1.0335
-0.32093	1.9221	4.5455	1.96	-2.1021	1.0335
-0.32088	1.9222	4.5452	1.9596	-2.1021	1.0335
-0.32083	1.9222	4.5448	1.9592	-2.1022	1.0335
-0.32088	1.9223	4.5444	1.9587	-2.1022	1.0335
-0.32089	1.9224	4.544	1.9582	-2.1023	1.0335
-0.32093	1.9225	4.5436	1.9577	-2.1024	1.0335
-0.32099	1.9226	4.5431	1.9571	-2.1025	1.0335
-0.32109	1.9227	4.5426	1.9565	-2.1026	1.0335
-0.32121	1.9229	4.542	1.9558	-2.1028	1.0335
-0.32137	1.923	4.5414	1.9551	-2.1029	1.0335
-0.32156	1.9233	4.5408	1.9542	-2.1031	1.0335
-0.32205	1.9236	4.5401	1.9533	-2.1034	1.0335
-0.3223	1.9239	4.5393	1.9523	-2.1036	1.0335
-0.32257	1.9243	4.5385	1.9513	-2.1039	1.0335
-0.32282	1.9247	4.5376	1.9502	-2.1042	1.0335
-0.32303	1.9253	4.5367	1.949	-2.1045	1.0335
-0.32317	1.9259	4.5357	1.9478	-2.1049	1.0335
-0.32321	1.9266	4.5347	1.9465	-2.1053	1.0335
-0.32308	1.9275	4.5335	1.9452	-2.1057	1.0335
-0.32273	1.9289	4.5325	1.9438	-2.1063	1.0335
-0.32191	1.9301	4.5312	1.9425	-2.1069	1.0335
-0.32066	1.9316	4.53	1.9413	-2.1075	1.0335
-0.31887	1.9332	4.5287	1.9401	-2.1081	1.0335
-0.31641	1.9352	4.5274	1.939	-2.1088	1.0335
-0.31315	1.9375	4.5261	1.938	-2.1095	1.0335
-0.30893	1.9401	4.5247	1.9373	-2.1103	1.0335
-0.30091	1.9446	4.5239	1.9378	-2.1114	1.0335
-0.29358	1.9484	4.5228	1.9379	-2.1123	1.0335
-0.28466	1.9527	4.5218	1.9385	-2.1133	1.0335
-0.27397	1.9577	4.5208	1.9396	-2.1144	1.0335
-0.26137	1.9634	4.52	1.9413	-2.1156	1.0335
-0.24674	1.9698	4.5193	1.9438	-2.1167	1.0335
-0.23008	1.9769	4.5188	1.9471	-2.1179	1.0335
-0.21142	1.9846	4.5186	1.9515	-2.119	1.0335
-0.18048	1.9967	4.5198	1.9609	-2.1199	1.0335
-0.15797	2.0048	4.5202	1.9678	-2.1205	1.0335
-0.13458	2.0126	4.5207	1.9754	-2.1207	1.0335
-0.11066	2.0198	4.521	1.9833	-2.1205	1.0335
-0.086475	2.0263	4.5212	1.9914	-2.1199	1.0335
-0.06223	2.032	4.5211	1.9999	-2.1187	1.0335
-0.03808	2.0366	4.5207	2.0089	-2.1165	1.0335
-0.014171	2.0402	4.5199	2.019	-2.1131	1.0335
0.021188	2.0434	4.5173	2.0359	-2.1056	1.0335
0.043863	2.0441	4.5155	2.0494	-2.0986	1.0335
0.065866	2.0437	4.513	2.064	-2.0903	1.0335
0.087107	2.0426	4.5097	2.0789	-2.0813	1.0335
0.10751	2.041	4.5059	2.0935	-2.0721	1.0335
0.12703	2.0392	4.5021	2.1075	-2.0631	1.0335
0.14561	2.0374	4.4988	2.1204	-2.0549	1.0335
0.16321	2.0359	4.4964	2.1323	-2.0477	1.0335
0.18799	2.0349	4.4929	2.1469	-2.039	1.0335
0.20288	2.0351	4.4931	2.157	-2.0341	1.0335
0.21651	2.0358	4.4937	2.1666	-2.0297	1.0335
0.22881	2.0368	4.494	2.1758	-2.0255	1.0335
0.23988	2.0379	4.4939	2.1847	-2.0214	1.0335
0.24992	2.0389	4.4935	2.193	-2.0174	1.0335
0.25909	2.0398	4.493	2.2006	-2.0138	1.0335
0.26752	2.0405	4.4927	2.2076	-2.0105	1.0335
0.2791	2.0412	4.4913	2.2156	-2.0065	1.0335
0.28597	2.0414	4.4917	2.2211	-2.004	1.0335
0.2923	2.0413	4.4922	2.2261	-2.0018	1.0335
0.29815	2.041	4.4928	2.2308	-1.9997	1.0335
0.30355	2.0406	4.4933	2.2351	-1.9977	1.0335
0.30854	2.0401	4.4939	2.2392	-1.9959	1.0335
0.31317	2.0397	4.4946	2.2429	-1.9943	1.0335
0.31956	2.0391	4.4947	2.2471	-1.9922	1.0335
0.3233	2.0387	4.4954	2.2504	-1.9908	1.0335
0.32664	2.0383	4.496	2.2537	-1.9894	1.0335
0.32952	2.0377	4.4963	2.2569	-1.9878	1.0335
0.33194	2.037	4.4964	2.2602	-1.9861	1.0335
0.33393	2.0363	4.4964	2.2634	-1.9843	1.0335
0.33555	2.0355	4.4964	2.2665	-1.9826	1.0335
0.33686	2.0347	4.4964	2.2695	-1.981	1.0335
0.33844	2.0336	4.496	2.2728	-1.979	1.0335
0.33923	2.033	4.4964	2.2753	-1.9779	1.0335
0.33988	2.0324	4.4971	2.2775	-1.9771	1.0335
0.34041	2.0319	4.498	2.2794	-1.9765	1.0335
0.34084	2.0315	4.4991	2.2812	-1.9762	1.0335
0.3412	2.0312	4.5003	2.2828	-1.976	1.0335
0.34149	2.0309	4.5016	2.2842	-1.976	1.0335
0.34174	2.0307	4.503	2.2856	-1.976	1.0335
0.34206	2.0304	4.5045	2.2868	-1.9762	1.0335
0.34219	2.0302	4.5058	2.2881	-1.9763	1.0335
0.34229	2.03	4.5071	2.2893	-1.9764	1.0335
