1.2438	2.7035	5.2668	-1.1025	-0.094362	-1.8333
1.2442	2.7036	5.2666	-1.1017	-0.095282	-1.8324
1.2446	2.7036	5.2664	-1.1009	-0.096202	-1.8315
1.245	2.7037	5.2662	-1.1001	-0.097119	-1.8307
1.2454	2.7037	5.2661	-1.0994	-0.098032	-1.8298
1.2458	2.7038	5.2659	-1.0986	-0.098941	-1.8289
1.2462	2.7038	5.2657	-1.0979	-0.099842	-1.828
1.2466	2.7039	5.2656	-1.0971	-0.10074	-1.8272
1.247	2.704	5.2654	-1.0965	-0.10162	-1.8263
1.2473	2.704	5.2653	-1.0958	-0.10249	-1.8254
1.2477	2.7041	5.2651	-1.0952	-0.10335	-1.8245
1.2481	2.7041	5.265	-1.0946	-0.10419	-1.8237
1.2484	2.7042	5.2648	-1.094	-0.10502	-1.8228
1.2487	2.7042	5.2647	-1.0935	-0.10582	-1.8219
1.2491	2.7043	5.2646	-1.0931	-0.1066	-1.821
1.2494	2.7043	5.2645	-1.0926	-0.10735	-1.8202
1.2497	2.7044	5.2644	-1.0923	-0.10808	-1.8193
1.2499	2.7045	5.2643	-1.0919	-0.10878	-1.8184
1.2502	2.7046	5.2642	-1.0916	-0.10944	-1.8175
1.2504	2.7046	5.2641	-1.0914	-0.11006	-1.8167
1.2507	2.7047	5.2641	-1.0912	-0.11065	-1.8158
1.2509	2.7048	5.2641	-1.0911	-0.11119	-1.8149
1.2511	2.7049	5.264	-1.091	-0.11169	-1.814
1.2513	2.705	5.264	-1.0909	-0.11214	-1.8132
1.2514	2.7051	5.2641	-1.091	-0.11254	-1.8123
1.2516	2.7052	5.2641	-1.091	-0.11289	-1.8114
1.2517	2.7053	5.2642	-1.0912	-0.11318	-1.8105
1.2519	2.7054	5.2643	-1.0913	-0.11341	-1.8097
1.252	2.7056	5.2644	-1.0916	-0.11358	-1.8088
1.2521	2.7057	5.2645	-1.0919	-0.11368	-1.8079
1.2521	2.7059	5.2647	-1.0923	-0.11372	-1.807
1.2522	2.706	5.2648	-1.0927	-0.11368	-1.8062
1.2522	2.7062	5.265	-1.0932	-0.11357	-1.8053
1.2523	2.7064	5.2653	-1.0937	-0.11338	-1.8044
1.2523	2.7066	5.2655	-1.0943	-0.11312	-1.8035
1.2523	2.7068	5.2658	-1.095	-0.11277	-1.8027
1.2523	2.707	5.2661	-1.0958	-0.11233	-1.8018
1.2522	2.7072	5.2664	-1.0966	-0.11181	-1.8009
1.2522	2.7074	5.2668	-1.0975	-0.11119	-1.8
1.2521	2.7077	5.2672	-1.0985	-0.11049	-1.7992
1.252	2.7079	5.2676	-1.0995	-0.10968	-1.7983
1.2518	2.7081	5.268	-1.1006	-0.10878	-1.7974
1.2514	2.7082	5.2683	-1.1017	-0.10785	-1.7965
1.2512	2.7084	5.2687	-1.103	-0.10675	-1.7957
1.251	2.7087	5.2692	-1.1043	-0.10555	-1.7948
1.2507	2.7089	5.2697	-1.1057	-0.10425	-1.7939
1.2505	2.7092	5.2702	-1.1072	-0.10284	-1.793
1.2501	2.7094	5.2707	-1.1087	-0.10132	-1.7922
1.2498	2.7096	5.2712	-1.1103	-0.099706	-1.7913
1.2494	2.7099	5.2717	-1.112	-0.097984	-1.7904
1.249	2.7101	5.2723	-1.1137	-0.096159	-1.7895
1.2485	2.7103	5.2728	-1.1155	-0.094234	-1.7887
1.248	2.7106	5.2734	-1.1174	-0.092211	-1.7878
1.2474	2.7109	5.274	-1.1193	-0.090092	-1.7869
1.2468	2.7112	5.2747	-1.1212	-0.087876	-1.786
1.2461	2.7115	5.2755	-1.1233	-0.085564	-1.7852
1.2454	2.7119	5.2764	-1.1253	-0.083154	-1.7843
1.2448	2.7124	5.2773	-1.1274	-0.080645	-1.7834
1.2441	2.713	5.2784	-1.1296	-0.078036	-1.7825
1.2434	2.7136	5.2797	-1.1318	-0.075328	-1.7817
1.2428	2.7144	5.2811	-1.134	-0.072521	-1.7808
1.2422	2.7153	5.2826	-1.1363	-0.069615	-1.7799
1.2416	2.7163	5.2844	-1.1386	-0.066613	-1.7791
1.2411	2.7175	5.2863	-1.141	-0.063515	-1.7782
1.2406	2.7188	5.2885	-1.1433	-0.060323	-1.7773
1.2402	2.7203	5.2909	-1.1457	-0.05704	-1.7764
1.2398	2.722	5.2935	-1.1481	-0.053668	-1.7756
1.2394	2.7238	5.2964	-1.1506	-0.050212	-1.7747
1.2391	2.7258	5.2996	-1.153	-0.046675	-1.7738
1.2389	2.728	5.303	-1.1554	-0.043063	-1.773
